DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2004-0333-MKD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,MKD,North Macedonia,Southern Europe,Europe,"Berovo, Bitola, Brod, Debar, Delcevo, Demir Hisar, Gevgelija, Gostivar, Kavadarci, Kicevo, Kocani, Kratovo, Kriva Palanka, Krusevo, Kumanovo, Negotino, Ohrid, Prilep, Probistip, Radovic, Resen, Skopje, Stip, Struga, Strumica, Sveti Nikole, Tetovo, Valandovo, Veles, Vinica provinces",,,No,No,No,,43,°C,,,,2004,7,1,2004,7,,15,,,,,,,,,,,60.21357973,"[{""adm1_code"":2927,""adm1_name"":""Berovo""},{""adm1_code"":2928,""adm1_name"":""Bitola""},{""adm1_code"":2929,""adm1_name"":""Brod""},{""adm1_code"":2930,""adm1_name"":""Debar""},{""adm1_code"":2931,""adm1_name"":""Delcevo""},{""adm1_code"":2932,""adm1_name"":""Demir Hisar""},{""adm1_code"":2933,""adm1_name"":""Gevgelija""},{""adm1_code"":2934,""adm1_name"":""Gostivar""},{""adm1_code"":2935,""adm1_name"":""Kavadarci""},{""adm1_code"":2936,""adm1_name"":""Kicevo""},{""adm1_code"":2937,""adm1_name"":""Kocani""},{""adm1_code"":2938,""adm1_name"":""Kratovo""},{""adm1_code"":2939,""adm1_name"":""Kriva Palanka""},{""adm1_code"":2940,""adm1_name"":""Krusevo""},{""adm1_code"":2941,""adm1_name"":""Kumanovo""},{""adm1_code"":2942,""adm1_name"":""Negotino""},{""adm1_code"":2943,""adm1_name"":""Ohrid""},{""adm1_code"":2944,""adm1_name"":""Prilep""},{""adm1_code"":2945,""adm1_name"":""Probistip""},{""adm1_code"":2946,""adm1_name"":""Radovic""},{""adm1_code"":2947,""adm1_name"":""Resen""},{""adm1_code"":2948,""adm1_name"":""Skopje""},{""adm1_code"":2949,""adm1_name"":""Stip""},{""adm1_code"":2950,""adm1_name"":""Struga""},{""adm1_code"":2951,""adm1_name"":""Strumica""},{""adm1_code"":2952,""adm1_name"":""Sveti Nikole""},{""adm1_code"":2953,""adm1_name"":""Tetovo""},{""adm1_code"":2954,""adm1_name"":""Valandovo""},{""adm1_code"":2955,""adm1_name"":""Veles""},{""adm1_code"":2956,""adm1_name"":""Vinica""}]",2004-07-12,2023-09-25
2004-0333-ROU,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ROU,Romania,Eastern Europe,Europe,"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Boj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces",,,No,No,No,,38,°C,,,,2004,7,1,2004,7,,27,,,,,,,,,,,60.21357973,"[{""adm1_code"":2446,""adm1_name"":""Alba""},{""adm1_code"":2447,""adm1_name"":""Arad""},{""adm1_code"":2448,""adm1_name"":""Arges""},{""adm1_code"":2449,""adm1_name"":""Bacau""},{""adm1_code"":2450,""adm1_name"":""Bihor""},{""adm1_code"":2451,""adm1_name"":""Bistrita-nasaud""},{""adm1_code"":2452,""adm1_name"":""Botosani""},{""adm1_code"":2453,""adm1_name"":""Braila""},{""adm1_code"":2454,""adm1_name"":""Brasov""},{""adm1_code"":2455,""adm1_name"":""Bucuresti""},{""adm1_code"":2456,""adm1_name"":""Buzau""},{""adm1_code"":2457,""adm1_name"":""Calarasi""},{""adm1_code"":2458,""adm1_name"":""Caras-severin""},{""adm1_code"":2459,""adm1_name"":""Cluj""},{""adm1_code"":2460,""adm1_name"":""Constanta""},{""adm1_code"":2461,""adm1_name"":""Covasna""},{""adm1_code"":2462,""adm1_name"":""Dimbovita""},{""adm1_code"":2463,""adm1_name"":""Dolj""},{""adm1_code"":2464,""adm1_name"":""Galati""},{""adm1_code"":2465,""adm1_name"":""Giurgiu""},{""adm1_code"":2466,""adm1_name"":""Gorj""},{""adm1_code"":2467,""adm1_name"":""Harghita""},{""adm1_code"":2468,""adm1_name"":""Hunedoara""},{""adm1_code"":2469,""adm1_name"":""Ialomita""},{""adm1_code"":2470,""adm1_name"":""Iasi""},{""adm1_code"":2471,""adm1_name"":""Maramures""},{""adm1_code"":2472,""adm1_name"":""Mehedinti""},{""adm1_code"":2473,""adm1_name"":""Mures""},{""adm1_code"":2474,""adm1_name"":""Neamt""},{""adm1_code"":2475,""adm1_name"":""Olt""},{""adm1_code"":2476,""adm1_name"":""Prahova""},{""adm1_code"":2477,""adm1_name"":""Salaj""},{""adm1_code"":2478,""adm1_name"":""Satu Mare""},{""adm1_code"":2479,""adm1_name"":""Sibiu""},{""adm1_code"":2480,""adm1_name"":""Suceava""},{""adm1_code"":2481,""adm1_name"":""Teleorman""},{""adm1_code"":2482,""adm1_name"":""Timis""},{""adm1_code"":2483,""adm1_name"":""Tulcea""},{""adm1_code"":2484,""adm1_name"":""Vaslui""},{""adm1_code"":2485,""adm1_name"":""Vilcea""},{""adm1_code"":2486,""adm1_name"":""Vrancea""}]",2004-08-03,2023-09-25
2004-0352-JPN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,JPN,Japan,Eastern Asia,Asia,Tokyo city (Tookyoo province),,,No,No,No,,39.5,°C,,,,2004,7,,2004,8,,10,300,,,300,,,,,,,60.21357973,"[{""adm1_code"":1690,""adm1_name"":""Tookyoo""}]",2004-08-11,2023-09-25
2004-0361-ESP,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,ESP,Spain,Southern Europe,Europe,"Andalucía, Castilla-La Mancha, Comunidad de Madrid, Comunitat Valenciana, Extremadura, Región de Murcia provinces",,,No,No,No,,,°C,,,,2004,7,26,2004,7,30,26,,,,,,,,,,,60.21357973,"[{""adm1_code"":2716,""adm1_name"":""Andalucía""},{""adm1_code"":2723,""adm1_name"":""Castilla-La Mancha""},{""adm1_code"":2726,""adm1_name"":""Comunitat Valenciana""},{""adm1_code"":2727,""adm1_name"":""Extremadura""},{""adm1_code"":2729,""adm1_name"":""Comunidad de Madrid""},{""adm1_code"":2731,""adm1_name"":""Región de Murcia""}]",2004-08-03,2023-09-25
2004-0361-SPI,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,SPI,Canary Islands,Northern Africa,Africa,Canarias province,,,No,No,No,,42,°C,,,,2004,7,26,2004,7,30,13,113,,,113,,,,,,,60.21357973,"[{""adm1_code"":2720,""adm1_name"":""Canarias""}]",2004-08-03,2023-09-25
2004-0601-MEX,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,MEX,Mexico,Latin America and the Caribbean,Americas,Chihuahua province,,,No,No,No,,,°C,,,,2004,11,,2004,11,,14,,,,,,,,,,,60.21357973,"[{""adm1_code"":2033,""adm1_name"":""Chihuahua""}]",2004-11-23,2023-09-25
2004-0740-USA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,USA,United States of America,Northern America,Americas,"Connecticut, Delaware, Maryland, Maine, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont provinces",,,No,No,No,,,°C,,,,2004,1,9,2004,1,12,3,,,,,,,450000,747340,,,60.21357973,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3259,""adm1_name"":""Vermont""}]",2006-07-27,2023-09-25
2005-0323-BGD,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2005-000093,,BGD,Bangladesh,Southern Asia,Asia,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",,,No,No,No,,,°C,,,,2005,7,,2005,7,,,,,,,,,,,,,62.25647853,"[{""adm1_code"":575,""adm1_name"":""Barisal""},{""adm1_code"":576,""adm1_name"":""Chittagong""},{""adm1_code"":577,""adm1_name"":""Dhaka""},{""adm1_code"":578,""adm1_name"":""Khulna""},{""adm1_code"":580,""adm1_name"":""Sylhet""},{""adm1_code"":61362,""adm1_name"":""Rajshahi""},{""adm1_code"":61363,""adm1_name"":""Rangpur""}]",2006-03-07,2025-06-25
2005-0323-IND,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,GLIDE:HT-2005-000093,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar, West Bengal, Orissa, Maharashtra, Andhra Pradesh provinces",,,No,No,No,,49,°C,,,,2005,6,,2005,6,,329,,,,,,,,,,,62.25647853,"[{""adm1_code"":1485,""adm1_name"":""Andhra Pradesh""},{""adm1_code"":1498,""adm1_name"":""Maharashtra""},{""adm1_code"":1504,""adm1_name"":""Orissa""},{""adm1_code"":1511,""adm1_name"":""West Bengal""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2006-03-07,2025-06-25
2005-0339-CHN,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,CHN,China,Eastern Asia,Asia,Shanghai city (Shanghai Shi province),,,No,No,No,,39,°C,,,,2005,7,,2005,7,,,200,,,200,,,,,,,62.25647853,"[{""adm1_code"":922,""adm1_name"":""Shanghai Shi""}]",2005-07-12,2023-09-25
2005-0347-PAK,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,PAK,Pakistan,Southern Asia,Asia,"Punjab, Sindh, Balochistan provinces",,,No,No,No,,50,°C,,,,2005,6,13,2005,6,28,106,200,,,200,,,,,,,62.25647853,"[{""adm1_code"":2272,""adm1_name"":""Balochistan""},{""adm1_code"":2276,""adm1_name"":""Punjab""},{""adm1_code"":2277,""adm1_name"":""Sindh""}]",2006-03-07,2023-09-25
2005-0655-BEL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,BEL,Belgium,Western Europe,Europe,"Region Bruxelles-Capitale/Brussels Hoofdtedelijk Gewes, Région wallonne, Vlaams Gewest",,Snow/ice,No,No,No,,,°C,,,,2005,11,25,2005,11,26,2,,,,,,,,,,,62.25647853,"[{""adm1_code"":600,""adm1_name"":""Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes""},{""adm1_code"":601,""adm1_name"":""Vlaams Gewest""},{""adm1_code"":602,""adm1_name"":""Region wallonne""}]",2007-01-17,2023-09-25
2005-0655-DEU,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,DEU,Germany,Western Europe,Europe,Nordrhein-Westfalen province,,Snow/ice,No,No,No,,,°C,,,,2005,11,25,2005,11,27,1,165,,,165,,,150000,240939,300000,481878,62.25647853,"[{""adm1_code"":1317,""adm1_name"":""Nordrhein-Westfalen""}]",2007-01-17,2023-09-25
2005-0655-FRA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,FRA,France,Western Europe,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",,Snow/ice,No,No,No,,,°C,,,,2005,11,23,2005,11,27,6,,,,,,,,,,,62.25647853,"[{""adm1_code"":1248,""adm1_name"":""Alsace""},{""adm1_code"":1249,""adm1_name"":""Aquitaine""},{""adm1_code"":1250,""adm1_name"":""Auvergne""},{""adm1_code"":1251,""adm1_name"":""Basse-Normandie""},{""adm1_code"":1252,""adm1_name"":""Bourgogne""},{""adm1_code"":1253,""adm1_name"":""Bretagne""},{""adm1_code"":1254,""adm1_name"":""Centre""},{""adm1_code"":1255,""adm1_name"":""Champagne-Ardenne""},{""adm1_code"":1256,""adm1_name"":""Corse""},{""adm1_code"":1257,""adm1_name"":""Franche-Comte""},{""adm1_code"":1258,""adm1_name"":""Haute-Normandie""},{""adm1_code"":1259,""adm1_name"":""Ile-de-France""},{""adm1_code"":1260,""adm1_name"":""Languedoc-Rousillon""},{""adm1_code"":1262,""adm1_name"":""Limousin""},{""adm1_code"":1263,""adm1_name"":""Lorraine""},{""adm1_code"":1264,""adm1_name"":""Midi-Pyrenees""},{""adm1_code"":1265,""adm1_name"":""Nord-Pas-de-Calais""},{""adm1_code"":1266,""adm1_name"":""Pays-de-la-Loire""},{""adm1_code"":1267,""adm1_name"":""Picardie""},{""adm1_code"":1268,""adm1_name"":""Poitou-Charentes""},{""adm1_code"":1269,""adm1_name"":""Provence-Alpes-Cote-d'Azur""},{""adm1_code"":1270,""adm1_name"":""Rhone-Alpes""}]",2007-01-17,2023-09-25
2005-0655-GBR,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Avon, Bedfordshire, Berkshire, Buckinghamshire, Cambridgeshire, Cornwall, Devonshire, Dorsetshire, East Sussex, Essex, Gloucestershire, Greater London, Hampshire, Hertfordshire, Isle of Wight, Kent, Norfolkshire, Northamptonshire, Oxfordshire, Somersetshire, Suffolk, Surrey, West Sussex, Wiltshire districts (England province)",,,No,No,No,,,°C,,,,2005,11,25,2005,11,27,,,,,,,,,,,,62.25647853,"[{""adm2_code"":40094,""adm2_name"":""Avon""},{""adm2_code"":40095,""adm2_name"":""Bedfordshire""},{""adm2_code"":40096,""adm2_name"":""Berkshire""},{""adm2_code"":40097,""adm2_name"":""Buckinghamshire""},{""adm2_code"":40098,""adm2_name"":""Cambridgeshire""},{""adm2_code"":40101,""adm2_name"":""Cornwall""},{""adm2_code"":40104,""adm2_name"":""Devonshire""},{""adm2_code"":40105,""adm2_name"":""Dorsetshire""},{""adm2_code"":40107,""adm2_name"":""East Sussex""},{""adm2_code"":40108,""adm2_name"":""Essex""},{""adm2_code"":40109,""adm2_name"":""Gloucestershire""},{""adm2_code"":40110,""adm2_name"":""Greater London""},{""adm2_code"":40112,""adm2_name"":""Hampshire""},{""adm2_code"":40114,""adm2_name"":""Hertfordshire""},{""adm2_code"":40116,""adm2_name"":""Isle of Wight""},{""adm2_code"":40117,""adm2_name"":""Kent""},{""adm2_code"":40122,""adm2_name"":""Norfolkshire""},{""adm2_code"":40124,""adm2_name"":""Northamptonshire""},{""adm2_code"":40127,""adm2_name"":""Oxfordshire""},{""adm2_code"":40129,""adm2_name"":""Somersetshire""},{""adm2_code"":40132,""adm2_name"":""Suffolk""},{""adm2_code"":40133,""adm2_name"":""Surrey""},{""adm2_code"":40137,""adm2_name"":""West Sussex""},{""adm2_code"":40139,""adm2_name"":""Wiltshire""}]",2007-01-17,2023-09-25
2005-0655-NLD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,NLD,Netherlands (Kingdom of the),Western Europe,Europe,"Drenthe, Flevoland, Friesland, Gelderland, Groningen, Limburg, Noord-brabant, Noord-holland, Overijssel, Utrecht, Zeeland, Zuit-holland provinces",,,No,No,No,,,°C,,,,2005,11,25,2005,11,27,,,,,,,,60000,96376,100000,160626,62.25647853,"[{""adm1_code"":2158,""adm1_name"":""Drenthe""},{""adm1_code"":2159,""adm1_name"":""Flevoland""},{""adm1_code"":2160,""adm1_name"":""Friesland""},{""adm1_code"":2161,""adm1_name"":""Gelderland""},{""adm1_code"":2162,""adm1_name"":""Groningen""},{""adm1_code"":2163,""adm1_name"":""Limburg""},{""adm1_code"":2164,""adm1_name"":""Noord-brabant""},{""adm1_code"":2165,""adm1_name"":""Noord-holland""},{""adm1_code"":2166,""adm1_name"":""Overijssel""},{""adm1_code"":2167,""adm1_name"":""Utrecht""},{""adm1_code"":2168,""adm1_name"":""Zeeland""},{""adm1_code"":2169,""adm1_name"":""Zuid-holland""}]",2007-01-17,2023-09-25
2005-0687-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Arizona, Nevada, Oklahoma, Utah, Missouri, Kentucky, Ohio, Mississippi provinces",,,No,No,No,,47,°C,,,,2005,7,4,2005,7,30,33,31,,,31,,,,,,,62.25647853,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3258,""adm1_name"":""Utah""}]",2006-03-07,2023-09-25
2005-0701-BGD,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,BGD,Bangladesh,Southern Asia,Asia,"Chittagong district (Chittagong province), Jessore district (Khulna province), Rajshahi, Pabna districts (Rajshahi province), Thakurgaon, Kurigram districts (Rangpur province)",,,No,No,No,,8,°C,,,,2005,12,,2006,1,,100,,1000,,1000,,,,,,,62.25647853,"[{""adm2_code"":5770,""adm2_name"":""Chittagong""},{""adm2_code"":5797,""adm2_name"":""Jessore""},{""adm2_code"":5815,""adm2_name"":""Pabna""},{""adm2_code"":5817,""adm2_name"":""Rajshahi""},{""adm2_code"":5809,""adm2_name"":""Kurigram""},{""adm2_code"":5820,""adm2_name"":""Thakurgaon""}]",2007-01-17,2023-09-25
2005-0701-IND,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,IND,India,Southern Asia,Asia,"Uttar Pradesh, Punjab, Haryana, Himachal Pradesh, Delhi, Bihar, Rajasthan, Jammu and Kashmir provinces",,,No,No,No,,2,°C,,,,2005,12,,2006,1,,180,,,,,,,,,,,62.25647853,"[{""adm1_code"":1489,""adm1_name"":""Delhi""},{""adm1_code"":1492,""adm1_name"":""Haryana""},{""adm1_code"":1493,""adm1_name"":""Himachal Pradesh""},{""adm1_code"":1505,""adm1_name"":""Punjab""},{""adm1_code"":1506,""adm1_name"":""Rajasthan""},{""adm1_code"":40408,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40409,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40422,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40423,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40424,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40425,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40426,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40427,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40428,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40429,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40430,""adm1_name"":""Administrative unit not available""},{""adm1_code"":40431,""adm1_name"":""Administrative unit not available""},{""adm1_code"":70073,""adm1_name"":""Bihar""},{""adm1_code"":70081,""adm1_name"":""Uttar Pradesh""}]",2007-01-17,2023-09-25
2005-0713-AUT,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,AUT,Austria,Western Europe,Europe,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Salzburg, Steiermark, Tirol, Vorarlberg, Wien provinces",,Snow/ice,No,No,No,,-35,°C,,,,2005,12,27,2006,1,,,,,,,,,,,,,62.25647853,"[{""adm1_code"":478,""adm1_name"":""Burgenland""},{""adm1_code"":479,""adm1_name"":""Karnten""},{""adm1_code"":480,""adm1_name"":""Niederosterreich""},{""adm1_code"":481,""adm1_name"":""Oberosterreich""},{""adm1_code"":482,""adm1_name"":""Salzburg""},{""adm1_code"":483,""adm1_name"":""Steiermark""},{""adm1_code"":484,""adm1_name"":""Tirol""},{""adm1_code"":485,""adm1_name"":""Vorarlberg""},{""adm1_code"":486,""adm1_name"":""Wien""}]",2007-01-17,2023-09-25
2005-0713-BEL,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,BEL,Belgium,Western Europe,Europe,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Vlaams Gewest, Region wallonne provinces",,Snow/ice,No,No,No,,,°C,,,,2005,12,27,2005,12,30,,,,,,,,,,,,62.25647853,"[{""adm1_code"":600,""adm1_name"":""Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes""},{""adm1_code"":601,""adm1_name"":""Vlaams Gewest""},{""adm1_code"":602,""adm1_name"":""Region wallonne""}]",2009-02-04,2023-09-25
2005-0713-BGR,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,BGR,Bulgaria,Eastern Europe,Europe,"Burgas, Varna provinces",,,No,No,No,,-23,°C,,,,2006,1,22,2006,1,25,18,20,,,20,,,,,,,64.26483222,"[{""adm1_code"":703,""adm1_name"":""Burgas""},{""adm1_code"":726,""adm1_name"":""Varna""}]",2009-02-04,2023-09-25
2005-0713-BLR,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,BLR,Belarus,Eastern Europe,Europe,Minsk province,,Snow/ice,No,No,No,,,°C,,,,2006,1,,2006,1,,5,1820,,,1820,,,,,,,64.26483222,"[{""adm1_code"":596,""adm1_name"":""Minsk""}]",2007-01-12,2023-09-25
2005-0713-CHE,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,CHE,Switzerland,Western Europe,Europe,"Graubunden, Ticino, Valais provinces",,,No,No,No,,-35,°C,,,,2005,12,27,2005,12,30,,,,,,,,,,,,62.25647853,"[{""adm1_code"":2816,""adm1_name"":""Graubunden""},{""adm1_code"":2827,""adm1_name"":""Ticino""},{""adm1_code"":2829,""adm1_name"":""Valais""}]",2007-01-12,2023-09-25
2005-0713-CZE,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,CZE,Czechia,Eastern Europe,Europe,"Jihocesky, Jihomoravsky, Praha, Severomoravsky, Stredocesky, Vychodocesky provinces",,,No,No,No,,,°C,,,,2005,12,27,2006,1,,15,,,,,,,,,,,62.25647853,"[{""adm1_code"":1030,""adm1_name"":""Jihocesky""},{""adm1_code"":1031,""adm1_name"":""Jihomoravsky""},{""adm1_code"":1032,""adm1_name"":""Praha""},{""adm1_code"":1034,""adm1_name"":""Severomoravsky""},{""adm1_code"":1035,""adm1_name"":""Stredocesky""},{""adm1_code"":1036,""adm1_name"":""Vychodocesky""}]",2007-01-17,2023-09-25
2005-0713-DEU,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,DEU,Germany,Western Europe,Europe,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces",,,No,No,No,,-20,°C,,,,2006,1,22,2006,1,28,10,,,,,,,,,,,64.26483222,"[{""adm1_code"":1308,""adm1_name"":""Baden-Wuerttemberg""},{""adm1_code"":1309,""adm1_name"":""Bayern""},{""adm1_code"":1310,""adm1_name"":""Berlin""},{""adm1_code"":1311,""adm1_name"":""Brandenburg""},{""adm1_code"":1312,""adm1_name"":""Bremen""},{""adm1_code"":1313,""adm1_name"":""Hamburg""},{""adm1_code"":1314,""adm1_name"":""Hessen""},{""adm1_code"":1315,""adm1_name"":""Mecklenburg-Vorpommern""},{""adm1_code"":1316,""adm1_name"":""Niedersachsen""},{""adm1_code"":1317,""adm1_name"":""Nordrhein-Westfalen""},{""adm1_code"":1318,""adm1_name"":""Rheinland-Pfalz""},{""adm1_code"":1319,""adm1_name"":""Saarland""},{""adm1_code"":1320,""adm1_name"":""Sachsen""},{""adm1_code"":1321,""adm1_name"":""Sachsen-Anhalt""},{""adm1_code"":1322,""adm1_name"":""Schleswig-Holstein""},{""adm1_code"":1323,""adm1_name"":""Thueringen""}]",2007-01-12,2023-09-25
2005-0713-ESP,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,ESP,Spain,Southern Europe,Europe,"Aragón, Cataluña/Catalunya, Comunidad Foral de Navarra, Comunitat Valenciana, La Rioja, País Vasco/Euskadi, Región de Murcia provinces",,Snow/ice,No,No,No,,,°C,,,,2005,12,27,2006,1,,9,,,,,,,,,,,62.25647853,"[{""adm1_code"":2717,""adm1_name"":""Aragón""},{""adm1_code"":2724,""adm1_name"":""Cataluña/Catalunya""},{""adm1_code"":2726,""adm1_name"":""Comunitat Valenciana""},{""adm1_code"":2731,""adm1_name"":""Región de Murcia""},{""adm1_code"":2732,""adm1_name"":""Comunidad Foral de Navarra""},{""adm1_code"":2733,""adm1_name"":""País Vasco/Euskadi""},{""adm1_code"":2734,""adm1_name"":""La Rioja""}]",2007-01-17,2023-09-25
2005-0713-EST,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,EST,Estonia,Northern Europe,Europe,"Lääne maakond, Põlva maakond, Tartu maakond, Valga maakond, Võru maakond provinces",,,No,No,No,,,°C,,,,2006,1,,2006,1,,3,,,,,,,,,,,64.26483222,"[{""adm1_code"":1218,""adm1_name"":""Lääne maakond""},{""adm1_code"":1220,""adm1_name"":""Põlva maakond""},{""adm1_code"":1223,""adm1_name"":""Tartu maakond""},{""adm1_code"":1224,""adm1_name"":""Valga maakond""},{""adm1_code"":1226,""adm1_name"":""Võru maakond""}]",2007-01-12,2023-09-25
